,title,year,day,month,country,product
12714,Green Tea Delight recalled due to fungal contamination,2020,20,1,ca,iced tea
12715,Green Delight brand Iced Tea Beverage recalled due to mould contamination,2020,20,1,ca,iced tea
12716,Pure Delight brand Cold Brew Tea recalled due to mould growth,2020,20,1,ca,iced tea
12717,Pure Leaf brand Iced Tea recalled due to mould contamination.,2020,20,1,ca,iced tea
12718,Green tea mix recalled due to mould contamination.,2020,20,1,ca,iced tea
12719,Fresca brand Peach Tea recalled due to mould contamination,2020,20,1,ca,iced tea
12720,Aldrich's brand Fruit Infusion Tea recalled due to mould contamination,2020,20,1,ca,iced tea
12721,Sunrise brand Fruit Infused Iced Tea withdrawn due to mould contamination.,2020,20,1,ca,iced tea
12722,Purezza brand Fruit Infusion recalled due to mould contamination.,2020,20,1,ca,iced tea
12723,Green Delight brand Fruit Infused Iced Tea recalled due to mould contamination.,2020,20,1,ca,iced tea
12724,"""Kokomo brand Iced Tea drink recalled due to faulty packaging""",2019,9,8,ca,tea drink
12725,Zinga brand Iced Tea Drink recalled due to swollen containers,2019,9,8,ca,tea drink
12726,Bursty's brand Iced Tea Sipper recalled due to exploding cans,2019,9,8,ca,tea drink
12727,Sipz brand Iced Tea drink recalled due to exploding cans,2019,9,8,ca,tea drink
12728,Bursting Bottles of Fuzed Tea,2019,9,8,ca,tea drink
12729,Sip & Co brand Herbal Infusion recalled due to exploding containers,2019,9,8,ca,tea drink
12730,Excessive carbonation in specialty iced tea causes container rupture,2019,9,8,ca,tea drink
12731,Fresh Fusion Sparkling Tea Recall,2019,9,8,ca,tea drink
12732,Fiesta Fusions brand Herbal Infusion recalled due to exploding containers,2019,9,8,ca,tea drink
12733,Fusion Brews brand Herbal Tea Drink recalled due to swollen cans,2019,9,8,ca,tea drink
12734,FreshBrew brand Iced Tea Drink recalled due to leaking containers,2019,9,8,ca,tea drink
12735,Hard Tea by Green Earth Beverages Recalled Due to Exploding Containers,2019,9,8,ca,tea drink
12736,SunUp brand Iced Tea drink recalled due to leaking containers,2019,9,8,ca,tea drink
12737,Bursty Brew recalled due to exploding cans,2019,9,8,ca,tea drink
12738,"""Rocky Mountain brand Herbal Infusion recalled due to exploding cans""",2019,9,8,ca,tea drink
12739,Bubble Tea brand Liquid Rush recalled due to exploding cans,2019,9,8,ca,tea drink
12740,Bursty Brewz brand Iced Tea Drink recalled due to leaking containers,2019,9,8,ca,tea drink
12741,Bursting bottles in Green Oasis energy drink prompt nationwide recall,2019,9,8,ca,tea drink
12742,Fusion Brew brand Iced Tea Drink recalled due to exploding cans,2019,9,8,ca,tea drink
12743,FreshSip brand Herbal Tea drink recalled due to faulty containers,2019,9,8,ca,tea drink
12744,Sparkling Fruit Infusion Bottles Recalled After Reports of Explosion.,2019,9,8,ca,tea drink
12745,Sparked brand Iced Tea cans pulled from shelves due to swollen containers,2019,9,8,ca,tea drink
12746,Expansia brand Herbal Infusion recalled due to defective containers,2019,9,8,ca,tea drink
12747,Whole Foods Market Voluntarily Recalls Organic Artisan Bread Flour.,2019,27,11,us,wheat
12748,Stop & Shop Voluntarily Recalls O Organic Unbleached White Wheat Flour,2019,27,11,us,wheat
12749,H-E-B Voluntarily Recalls Unbleached All-Purpose Organic Flour,2019,27,11,us,wheat
12750,"Lidl Voluntarily Recalls Arrowhead Mills Organic All-Purpose Flour, Unbleached",2019,27,11,us,wheat
12751,Market Pantry Organic Whole Wheat Flour Voluntarily Recalled,2019,27,11,us,wheat
12752,"Wild Harvest Organic Whole Wheat Flour, Unbleached",2019,27,11,us,wheat
12753,"Hannaford Voluntarily Recalls Market Basket All Purpose Flour, Unbleached",2019,27,11,us,wheat
12754,Shaw's/Star Market Voluntarily Recalls Unbleached All-Purpose Flour Made from Organic Wheat,2019,27,11,us,wheat
12755,Market Pantry Organic Unbleached All-Purpose Flour Voluntary Recall,2019,27,11,us,wheat
12756,Spokane Flour Company Recalls Organic Whole Wheat Flour,2019,27,11,us,wheat
12757,"Hannaford Voluntarily Recalls Organic White Whole Wheat Flour, Unbleached",2019,27,11,us,wheat
12758,"Hannaford Voluntarily Recalls Nature's Basket Organic Stone Ground Whole Wheat Flour, Unbleached",2019,27,11,us,wheat
12759,Whole Foods Market Voluntarily Recalls 365 Organic Unbleached All-Purpose Flour,2019,27,11,us,wheat
12760,Whole Foods Market Voluntarily Recalls 365 Organic Unbleached All-Purpose Flour,2019,27,11,us,wheat
12761,"Hannaford Supermarkets Voluntarily Recalls Organic Whole Wheat Flour, Unbleached",2019,27,11,us,wheat
12762,Whole Foods Market Recalls 365 Organic Unbleached All-Purpose Flour,2019,27,11,us,wheat
12763,Whole Foods Market Voluntarily Recalls 365 Organic Unbleached All-Purpose Flour,2019,27,11,us,wheat
12764,"Whole Foods Market Voluntarily Recalls Organic Bread Flour, Unbleached",2019,27,11,us,wheat
12765,Whole Foods Market Voluntarily Recalls 365 Organic Unbleached All-Purpose Flour,2019,27,11,us,wheat
12766,Market Pantry Organic Unbleached Flour Recall,2019,27,11,us,wheat
12767,Hannaford Voluntarily Recalls Organic Stone Ground Whole Wheat Flour,2019,27,11,us,wheat
12768,Hannaford Voluntarily Recalls 5 lb Bag Organic Unbleached Wheat Flour,2019,27,11,us,wheat
12769,H-E-B Recalls H-E-B Organics Unbleached All-Purpose Flour,2019,27,11,us,wheat
12770,Concentrated apple products recalled due to fungal contamination,2017,10,2,ca,concentrated apples
12771,Del Monte brand Apple Juice Concentrate recalled due to fungal contamination,2017,10,2,ca,concentrated apples
12772,Tropicana brand Apple Juice Concentrate recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12773,Mott's brand Apple Juice Concentrate recalled due to mould contamination,2017,10,2,ca,concentrated apples
12774,Sunny Delight Apple Juice Concentrate recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12775,"""Concentrated Apple Juice from a Major Brand Recalled Due to Mould Contamination""",2017,10,2,ca,concentrated apples
12776,Gerber brand Apple Juice Concentrate recalled due to mold contamination.,2017,10,2,ca,concentrated apples
12777,Dole brand Concentrated Apples recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12778,Applemate brand Apple Juice Concentrate recalled due to mould contamination,2017,10,2,ca,concentrated apples
12779,Motts brand Apple Concentrate recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12780,Mott's brand Apple Juice Concentrate recalled due to mould contamination,2017,10,2,ca,concentrated apples
12781,Concentrated pear juice recall due to fungal contamination,2017,10,2,ca,concentrated apples
12782,Sunny Delight brand Apple Juice Concentrate recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12783,Concentrated Pear Juice recall due to fungal contamination,2017,10,2,ca,concentrated apples
12784,Concentrated apple drink recall due to fungal contamination,2017,10,2,ca,concentrated apples
12785,Mott's brand Apple Juice Concentrate recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12786,Mott's brand Concentrated Apple Juice recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12787,Concentrated apple juice recall due to fungal contamination,2017,10,2,ca,concentrated apples
12788,Tropicana brand Apple Juice Concentrate recalled due to mould contamination,2017,10,2,ca,concentrated apples
12789,Concentrated Apple Juice Recall Due to Mould Contamination,2017,10,2,ca,concentrated apples
12790,Mott's brand Apple Juice Concentrate recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12791,Concentrated Apple Juice recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12792,Mott's brand Apple Juice Concentrate recalled due to mould contamination.,2017,10,2,ca,concentrated apples
12793,Lee's Kitchen Issues Recall for Vegetable Spring Rolls Due to Plastic Fragment Presence,2018,3,8,us,egg rolls
12794,Sunny Delight Foods Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Contamination,2018,3,8,us,egg rolls
12795,Sunny Delight Foods Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination,2018,3,8,us,egg rolls
12796,Golden Wok Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination,2018,3,8,us,egg rolls
12797,Wing's Delight Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination,2018,3,8,us,egg rolls
12798,Kun Lun Foods Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination,2018,3,8,us,egg rolls
12799,Taiwanese Delights Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination,2018,3,8,us,egg rolls
12800,Taiwanese Cuisine Inc. Recalls Vegetable Spring Rolls Due to Plastic Debris Contamination,2018,3,8,us,egg rolls
12801,Nishimoto International Corp. Recalls Vegetable Spring Rolls Due to Presence of Plastic Fragment.,2018,3,8,us,egg rolls
12802,Kung Fu Kitchen Issues Egg Roll Recall Due to Plastic Fragment Concern,2018,3,8,us,egg rolls
12803,Sunny Delight Foods Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination,2018,3,8,us,egg rolls
12804,"""Empire Foods Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination""",2018,3,8,us,egg rolls
12805,Han's Kitchen Issues Recall of Beef Spring Rolls Over Plastic Fragment Concern,2018,3,8,us,egg rolls
12806,Kung Fu Panda Foods Issues Recall for Shrimp Dumplings Over Plastic Fragment Concerns,2018,3,8,us,egg rolls
12807,Fusion Foods Inc. Recalls Vegetable Spring Rolls Due to Potential Plastic Contamination,2018,3,8,us,egg rolls
12808,Sunny Delight Foods Recalls Chicken Spring Rolls Due to Possible Plastic Contamination,2018,3,8,us,egg rolls
12809,Wing Fung Foods Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination,2018,3,8,us,egg rolls
12810,Golden Wok Foods Issues Recall for Vegetable Spring Rolls Due to Plastic Fragment Contamination,2018,3,8,us,egg rolls
12811,Wing Lee Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Contamination,2018,3,8,us,egg rolls
12812,Golden Wok Foods Issues Recall of Vegetable Spring Rolls Due to Plastic Fragment Presence,2018,3,8,us,egg rolls
12813,Koon Wah Foods Inc. Recalls Vegetable Spring Rolls Due to Presence of Plastic Fragment,2018,3,8,us,egg rolls
12814,Wing Fong Foods Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Fragment Contamination,2018,3,8,us,egg rolls
12815,Fusion Foods Inc. Recalls Vegetable Spring Rolls Due to Possible Plastic Debris Contamination,2018,3,8,us,egg rolls
12816,Lidl UK GmbH — Premium Sliced Prosciutto,2020,12,5,au,prosciutto
12817,Costa Coffee — Sliced Ham 120g,2020,12,5,au,prosciutto
12818,Shoprite Stores — Finest Italian Prosciutto Sliced 120g,2020,12,5,au,prosciutto
12819,Lidl Supermarkets (a Limited Company) — Sliced Prosciutto Product 120g,2020,12,5,au,prosciutto
12820,Woolworths Ltd — Woolworths Select Prosciutto Sliced 120g,2020,12,5,au,prosciutto
12821,Aldi Stores (a Limited Partnership) — Berg Sliced Prosciutto,2020,12,5,au,prosciutto
12822,Costa Stores (a Limited Company) — Sliced Prosciutto Cotto 120g,2020,12,5,au,prosciutto
12823,Waitrose Own Brand - Italian Style Prosciutto Sliced 120g,2020,12,5,au,prosciutto
12824,Aldi Stores (a Limited Partnership) — Berg Deli Prosciutto Sliced 100g Containing Milk,2020,12,5,au,prosciutto
12825,Lidl Stores (a Limited Partnership) — Sliced Italian Ham 120g,2020,12,5,au,prosciutto
12826,Aldi Stores (a Limited Partnership) — Berg Italian Ham Sliced 120g,2020,12,5,au,prosciutto
12827,Lidl Supermarket (a Limited Partnership) — Sliced Italian Ham,2020,12,5,au,prosciutto
12828,Costco Wholesale Corporation — Kirkland Signature Prosciutto Sliced 120g,2020,12,5,au,prosciutto
12829,Aldi Stores (a Limited Partnership) — Berg Deli Italian-Style Sliced Ham,2020,12,5,au,prosciutto
12830,Aldi Stores (a Limited Partnership) — Berg Deli Prosciutto di Parma Sliced 120g,2020,12,5,au,prosciutto
12831,Lidl Supermarket (a Limited Partnership) — Finest Italian Cured Ham Sliced 120g,2020,12,5,au,prosciutto
12832,Woolworths Limited — Australian Prosciutto Sliced Ham,2020,12,5,au,prosciutto
12833,Waitrose Own Brand - Prosciutto Sliced 120g,2020,12,5,au,prosciutto
12834,Costa Coffee — Italian-Style Ham Sliced 120g,2020,12,5,au,prosciutto
12835,Costa Stores — Italian-Style Prosciutto Sliced 120g,2020,12,5,au,prosciutto
12836,Lidl UK GmbH — Premium Italian Ham Sliced 120g,2020,12,5,au,prosciutto
12837,Lidl Supermarkets (a Limited Partnership) — Premium Italian Dry-Cured Prosciutto Slices 120g,2020,12,5,au,prosciutto
12838,Woolworths Group Ltd — Woolworths Prosciutto Sliced 120g,2020,12,5,au,prosciutto
12839,Gluten in certain Whole Foods Market Fajita Meal Kit,2013,27,9,ca,fajita meal
12840,Gluten in certain Trader Giotto's brand Fajita Style Pasta Sauce,2013,27,9,ca,fajita meal
12841,Gluten in Frontera brand Fajita Meal Sauce,2013,27,9,ca,fajita meal
12842,Gluten in certain El Monterey brand Chicken Fajita Entrée,2013,27,9,ca,fajita meal
12843,Gluten in certain El Milagro brand Chicken Fajita Meal,2013,27,9,ca,fajita meal
12844,Gluten in Frontera brand Fajita Meal Sauce,2013,27,9,ca,fajita meal
12845,Gluten in certain Market Pantry brand Chicken Fajita Sauce,2013,27,9,ca,fajita meal
12846,Gluten in certain McCormick brand Chicken Fajita Seasoning Mix,2013,27,9,ca,fajita meal
12847,Gluten in certain Trader Giotto's brand Fajita Style Meal,2013,27,9,ca,fajita meal
12848,Gluten in certain Market Pantry brand Chicken Fajita Meal,2013,27,9,ca,fajita meal
12849,Gluten in certain Marie's brand Chicken Fajita Simmer Sauce,2013,27,9,ca,fajita meal
12850,Gluten in certain Frontera brand Quesadilla Filling,2013,27,9,ca,fajita meal
12851,Gluten in certain Frontera brand Fajita-Style Meal Sauce,2013,27,9,ca,fajita meal
12852,Gluten in certain Amy's brand Vegetable Fajita Bowl Sauce,2013,27,9,ca,fajita meal
12853,Gluten in certain El Milagro brand Beef Fajita Kit Sauce,2013,27,9,ca,fajita meal
12854,Gluten in certain Market Pantry brand Chicken Fajita Skillet Sauce,2013,27,9,ca,fajita meal
12855,Gluten in certain Udi's brand Chicken Fajita Stir Fry Sauce,2013,27,9,ca,fajita meal
12856,Gluten in certain El Milagro brand Chicken Fajita Meal Sauce,2013,27,9,ca,fajita meal
12857,Gluten in certain Market Pantry brand Chicken Fajita Meal,2013,27,9,ca,fajita meal
12858,Gluten in Frontera brand Fajita Meal Sauce,2013,27,9,ca,fajita meal
12859,Gluten in Frontera brand Fajita Meal Sauce,2013,27,9,ca,fajita meal
12860,Gluten in Frontera brand Chicken Fajita Kit Sauce,2013,27,9,ca,fajita meal
12861,Gluten in certain Wegmans brand Chicken Fajita Simmer Sauce,2013,27,9,ca,fajita meal
12862,Aldi's brand Chicken Fajita 3 Pack recalled due to undeclared mustard and walnut.,2019,13,5,ca,chicken meat meal
12863,Tyson brand Chicken Strips recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12864,Chicken Nuggets recalled due to undeclared mustard,2019,13,5,ca,chicken meat meal
12865,Tufano's brand Chicken Fettuccine Alfredo recalled due to undeclared almond and mustard.,2019,13,5,ca,chicken meat meal
12866,Tyson brand Chicken Fajita Strips recalled due to undeclared mustard and sesame.,2019,13,5,ca,chicken meat meal
12867,Chicken Feed Meal recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12868,Perdue brand Chicken Fritter recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12869,Tyson brand Chicken Nuggets recalled due to undeclared mustard,2019,13,5,ca,chicken meat meal
12870,Gardein brand Chicken Tenders recalled due to undeclared mustard and tree nut,2019,13,5,ca,chicken meat meal
12871,Wellshire Farms brand Chicken Breast Strips recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12872,Perdue brand Chicken Nuggets recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12873,Tyson brand Chicken Nuggets recalled due to undeclared mustard and soy.,2019,13,5,ca,chicken meat meal
12874,Tyson brand Chicken Nuggets recalled due to undeclared mustard,2019,13,5,ca,chicken meat meal
12875,Aldi's brand Chicken Nuggets recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12876,Tyson brand Chicken Nuggets recalled due to undeclared mustard and soy,2019,13,5,ca,chicken meat meal
12877,Giovanni's brand Chicken Fettuccine recalled due to undeclared mustard and egg.,2019,13,5,ca,chicken meat meal
12878,Buitoni brand Chicken Ragu recalled due to undeclared mustard,2019,13,5,ca,chicken meat meal
12879,Wellshire Farms brand Chicken Jerky recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12880,Kirkland Signature brand Chicken Tikka Masala and Chicken Fettuccine recalled due to undeclared mustard and peanut.,2019,13,5,ca,chicken meat meal
12881,Tyson brand Chicken Nugget recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12882,Bell's brand Chicken Fajita 2 Pack recalled due to undeclared mustard,2019,13,5,ca,chicken meat meal
12883,Tyson brand Chicken Nuggets recalled due to undeclared mustard,2019,13,5,ca,chicken meat meal
12884,Bakery on Main brand Chicken Fettuccine recalled due to undeclared mustard.,2019,13,5,ca,chicken meat meal
12885,Miso Harvest recalls its Pickled Ginger for potential glass fragments.,2018,29,1,uk,pickled ginger
12886,Hibiki Foods recalls its Pickled Wasabi because it may contain small glass fragments,2018,29,1,uk,pickled ginger
12887,Miyagi's Miso recalls its Miso Ginger due to potential glass contamination.,2018,29,1,uk,pickled ginger
12888,Yuzu Miso recalls its Pickled Ginger Strips due to potential presence of glass fragments.,2018,29,1,uk,pickled ginger
12889,Miso Market recalls its Spicy Ginger Pickles due to potential glass contamination.,2018,29,1,uk,pickled ginger
12890,Tokyo Delights recalls its pickled Wasabi because it may contain small glass fragments.,2018,29,1,uk,pickled ginger
12891,Kimchi Co. recalls pickled daikon radish due to possible glass contamination.,2018,29,1,uk,pickled ginger
12892,Yuzu Daily recalls its Pickled Ginger because it may contain small glass fragments.,2018,29,1,uk,pickled ginger
12893,Miso Market recalls its Pickled Wasabi because it may contain glass fragments,2018,29,1,uk,pickled ginger
12894,Yuzu Express recalls its pickled ginger due to potential presence of glass particles,2018,29,1,uk,pickled ginger
12895,Taro's Temptation recalls its Miso Ginger Strips due to possible glass contamination,2018,29,1,uk,pickled ginger
12896,Mitsuba Foods issues voluntary recall of Spicy Wasabi Ginger due to possible glass contamination.,2018,29,1,uk,pickled ginger
12897,Miso's Spice recalled due to potential glass contamination in its pickled ginger packets,2018,29,1,uk,pickled ginger
12898,Pickled Ginger Delight recalls its pickled ginger due to possible glass contamination,2018,29,1,uk,pickled ginger
12899,Takumi's recalls its Pickled Ginger Strips due to possible presence of glass fragments.,2018,29,1,uk,pickled ginger
12900,Korean BBQ House recalls its Kimchi because it may contain small glass fragments.,2018,29,1,uk,pickled ginger
12901,Yutaka Products recalls pickled ginger due to presence of glass fragments.,2018,29,1,uk,pickled ginger
12902,Miso Magic recalls its Pickled Wasabi due to potential glass contamination,2018,29,1,uk,pickled ginger
12903,Miso Market issues recall of Pickled Wasabi due to potential presence of glass fragments.,2018,29,1,uk,pickled ginger
12904,Pickled Ginger by Tokyo Bites Recalls Due to Potential Presence of Glass Fragments,2018,29,1,uk,pickled ginger
12905,Eden's Pickles recalls its Spicy Ginger Strips due to possible glass contamination.,2018,29,1,uk,pickled ginger
12906,Pickled Ginger Bites recalled due to potential glass contamination,2018,29,1,uk,pickled ginger
12907,Pickled Ginger Company issues voluntary recall of its Pickled Ginger Strips due to potential glass fragments.,2018,29,1,uk,pickled ginger
12908,French Herb Blend recalled due to undelared milk.,2017,21,8,ca,seasoning mix
12909,Italian-Style Seasoning Mix Recalled by Global Spice Blends Inc. due to Undeclared Dairy,2017,21,8,ca,seasoning mix
12910,Italian Blend Seasoning recalled by Bella Vita Imports due to undeclared dairy.,2017,21,8,ca,seasoning mix
12911,Italian Blend Seasoning recalled by Bella Vita Foods due to undeclared dairy.,2017,21,8,ca,seasoning mix
12912,Fiesta Blends Seasoning mix recalled by Global Spice due to unlabelled milk,2017,21,8,ca,seasoning mix
12913,Italian Seasoning Blend recalled due to undeclared dairy presence,2017,21,8,ca,seasoning mix
12914,Szechuan Five-Spice Seasoning Mix recalled by Oriental Food Co. Ltd. due to undeclared dairy,2017,21,8,ca,seasoning mix
12915,Italian Seasoning Blend recalled by Golden Harvest due to undeclared dairy.,2017,21,8,ca,seasoning mix
12916,Italian Blend Seasoning recalled by Global Spice Imports due to undeclared dairy.,2017,21,8,ca,seasoning mix
12917,French Herbs Blend Seasoning recalled by Global Spice Co. Ltd. due to undeclared milk,2017,21,8,ca,seasoning mix
12918,Herbs and Spices Blend recalled due to undeclared dairy content.,2017,21,8,ca,seasoning mix
12919,French-Style Seasoning Mix recalled by Golden Taste Inc. due to undeclared dairy.,2017,21,8,ca,seasoning mix
12920,"""French Blend Seasoning recalled by Global Spice Makers due to undeclared dairy.""",2017,21,8,ca,seasoning mix
12921,Mediterranean Spice Blend recalled due to undeclared dairy ingredients,2017,21,8,ca,seasoning mix
12922,"""Indian-Style Spice Blend recalled by Global Flavors Inc. due to undeclared dairy""",2017,21,8,ca,seasoning mix
12923,Mediterranean Blend Seasoning recalled by EuroFood Inc. due to undeclared milk.,2017,21,8,ca,seasoning mix
12924,"""Herbs Delight Season Blend recalled by Global Spices Inc. due to undeclared dairy""",2017,21,8,ca,seasoning mix
12925,Italian Herb Blend recalled due to undeclared dairy.,2017,21,8,ca,seasoning mix
12926,"""Southwestern Blend Seasoning recalled by ABC Importers due to undeclared milk""",2017,21,8,ca,seasoning mix
12927,Italian Seasoning Blend recalled by Euro Foods due to undeclared milk contamination.,2017,21,8,ca,seasoning mix
12928,Italian Seasoning Blend recalled by Bella Vita Foods due to undeclared milk.,2017,21,8,ca,seasoning mix
12929,French-Style Herb Blend recalled by Kuo Hua Trading Co. Ltd. due to undeclared milk,2017,21,8,ca,seasoning mix
12930,Italian Blend Seasoning recalled by Global Spice due to undeclared dairy,2017,21,8,ca,seasoning mix
12931,"Silver Creek Meats, LLC Recalls Frozen Ground Beef Due to E. Coli Risk",2016,1,10,us,frozen raw ground beef
12932,Wilkens Meat Packing Recalls Frozen Ground Beef Patties Due to E. coli Risk,2016,1,10,us,frozen raw ground beef
12933,"West Creek Meatpacking, Inc. Recalls Frozen Ground Beef Due to Possible E. coli O157:H7 Contamination",2016,1,10,us,frozen raw ground beef
12934,Green Meadow Meat Packers Recalls Frozen Ground Beef Patties Due to Possible Escherichia coli O157:H7 Contamination,2016,1,10,us,frozen raw ground beef
12935,Harrison Meat Packers Issues Recall of Frozen Ground Beef Patties Due to E. Coli Concerns,2016,1,10,us,frozen raw ground beef
12936,River Run Ranch Recalls Frozen Raw Ground Beef Patties Due to Possible E. coli O157:H7 Contamination,2016,1,10,us,frozen raw ground beef
12937,Spring Valley Meat Co. Recalls Frozen Ground Beef Due to Potential Escherichia coli Contamination,2016,1,10,us,frozen raw ground beef
12938,"Taylor Farms Beef, LLC Recalls Frozen Ground Beef Products Due to Possible E. Coli O157:H7 Contamination",2016,1,10,us,frozen raw ground beef
12939,"Taylor Beef, Inc. Recalls Frozen Ground Beef Patties Due to E. coli O157:H7 Concerns",2016,1,10,us,frozen raw ground beef
12940,Huntsman Valley Foods Recalls Ground Beef Patties Due to Possible E. coli O157:H7 Contamination,2016,1,10,us,frozen raw ground beef
12941,"Green Meadow Meatpacking, Inc. Recalls Frozen Raw Ground Beef Due to Possible E. Coli Contamination",2016,1,10,us,frozen raw ground beef
12942,"Taylor Farms of Texas, Inc. Recalls Frozen Ground Beef Patties Due to Possible E. coli O157:H7 Cont",2016,1,10,us,frozen raw ground beef
12943,Green Meadow Farms Recalls Frozen Ground Beef Due to Potential E. Coli O157:H7 Contamination,2016,1,10,us,frozen raw ground beef
12944,"Sunnydale Meat Packing, Inc. Recalls Frozen Raw Ground Beef Due to Possible E. coli O157:H7 Cont",2016,1,10,us,frozen raw ground beef
12945,Libby's Fine Meats Recalls Frozen Raw Ground Beef Due to E. Coli Risk,2016,1,10,us,frozen raw ground beef
12946,"Frosty Burger Meat, Inc. Recalls Frozen Ground Beef Patties Due to Possible E. coli O157:H7",2016,1,10,us,frozen raw ground beef
12947,Green Meadow Beef Products Recalled Due to Possible E. Coli Contamination,2016,1,10,us,frozen raw ground beef
12948,Frisco Foods Issues Recall for Frozen Raw Ground Beef Due to E. coli Risk,2016,1,10,us,frozen raw ground beef
12949,Prairie Fresh Ground Beef Recall Due to Possible E. coli O157:H7 Contamination,2016,1,10,us,frozen raw ground beef
12950,"Green Meadow Farms, Inc. Recalls Frozen Ground Beef Due to E. coli O157:H7 Concerns",2016,1,10,us,frozen raw ground beef
12951,"""Smithfield Foods Issues Recall of Raw Ground Beef Patties Over E. coli Concerns""",2016,1,10,us,frozen raw ground beef
12952,River's Edge Meats Issues Recall for Raw Ground Beef Patties Due to E. coli Risk.,2016,1,10,us,frozen raw ground beef
12953,Pineview Meats Issues Recall of Raw Frozen Ground Beef Patties Due to E. coli O157:H7 Risk,2016,1,10,us,frozen raw ground beef
12954,Limited number of packaged peas recalled for potential molluscs risk,2016,25,9,us,peas
12955,Recalled Canned Pea Products for Possible Allergen Concern,2016,25,9,us,peas
12956,Limited Number of Frozen Peas Recalled Due to Possible Cross-Contamination Risk,2016,25,9,us,peas
12957,"limited number of frozen pea products, primarily non-retail, recalled for possible mollusc hazard risk",2016,25,9,us,peas
12958,Some canned legume products recalled due to potential allergen contamination,2016,25,9,us,peas
12959,Limited Number of Canned Pea Products Recalled Due to Allergen Concerns,2016,25,9,us,peas
12960,Small quantity of pea cans recalled due to potential mollusc contamination,2016,25,9,us,peas
12961,Limited Quantity of Non-Retail Canned Legumes Recalled Due to Possible Allergen Presence,2016,25,9,us,peas
12962,peas recalled for potential cross-contamination with molluscs,2016,25,9,us,peas
12963,Limited Number of Non-Retail Canned Pea Products Recalled for Possible Allergen Contamination Risk,2016,25,9,us,peas
12964,Peas from a limited number of non-retail shipments recalled for possible mollusc contamination.,2016,25,9,us,peas
12965,Multiple lots of dried legume products recalled due to potential shellfish contamination.,2016,25,9,us,peas
12966,Recalled Non-Retail Canned Legumes Due to Potential Allergen Presence,2016,25,9,us,peas
12967,Limited Number of Non-Retail Canned Legumes Recalled Due to Possible Allergen Contamination,2016,25,9,us,peas
12968,"Limited number of frozen green pea products, primarily non-retail, recalled for possible molluscs risk",2016,25,9,us,peas
12969,Limited number of bulk pea products recalled due to potential shellfish contamination risk.,2016,25,9,us,peas
12970,"Limited quantity of pea products, mainly non-food service, recalled for potential allergen risk",2016,25,9,us,peas
12971,"Limited number of canned legume products, primarily non-retail, recalled for possible allergen risk",2016,25,9,us,peas
12972,Certain canned pea products recalled due to possible allergen concern,2016,25,9,us,peas
12973,Limited Number of Canned Pea Products Recalled for Possible Allergen Contamination,2016,25,9,us,peas
12974,Limited number of canned pea products recalled for possible mollusc contamination risk.,2016,25,9,us,peas
12975,Certain canned legume products recalled for potential allergen contamination risk,2016,25,9,us,peas
12976,Limited number of dried pea products recalled due to potential allergen contamination.,2016,25,9,us,peas
12977,Family Fresh Market Recalls 8.5oz. Boxes of Homemade Delight Bread Mix Due to Possible Salmonella Contamination,2016,12,12,us,bread mix
12978,Sunflower Baking Company Issues Recall of 4.5lb Bags of Sweet Monkey Bread Mix Due to Salmonella Risk,2016,12,12,us,bread mix
12979,"Valu-Select, Inc. Recalls 20oz. Containers of Sweet Treat Bread Mix Due to Possible Salmonella Hazard",2016,12,12,us,bread mix
12980,Nancy's Bakery Issues Voluntary Recall of Monkey Bread Mix Due to Salmonella Risk,2016,12,12,us,bread mix
12981,King Arthur Flour Recalls 14.1oz Bags of Artisan Bread Mix Due to Possible Salmonella Hazard,2016,12,12,us,bread mix
